НАЗВА,КРАЇНА ,Програма,Ступінь ,Ціна,Початок навчання,Стипендії,Тривалість,Форма навчання,Опис прог
The University of Manchester,Велика Британія,Pure Mathematics,Магістратура,"£12,000 ",Вересень ,?,12 міс,Денна,"Цей рік навчання в аспірантурі, який викладається, призводить до ступеня магістра з чистої математики. Програма підходить не тільки для студентів, які хочуть вдосконалити свої попередні знання до подання заявки на здобуття наукового ступеня кандидата наук, а й для студентів, які бажають розширити свої знання з абстрактної математики післядипломного рівня. Магістр складається з навчальної складової, що триває з початку навчального року у вересні до кінця другого семестру наприкінці весни, а потім дисертаційний компонент, що триває з червня по вересень.
Під час навчальної складової курсу ви зазвичай берете шість одиниць разом із дослідницькими навичками та проектною одиницею. Ви можете вибирати виключно чисті теми або суміш чисто математичних одиниць та одиниць математичної логіки. У дослідницьких навичках та підрозділі проекту ви спочатку виконаєте міні-проект для вдосконалення навичок математичного письма, а потім здійсните проект. Проект, як правило, являє собою опис математичної статті, і ви будете писати його під керівництвом керівника. Компонент, що викладається, складається із звичайних лекцій, що підтримуються прикладами занять, роботою над проектами та самостійним навчанням за допомогою читання матеріалів.
Після успішного завершення викладеної складової ви підготуєте дисертацію на просунуту тему з чистої математики чи математичної логіки, яка, як правило, представляє актуальні чи останні дослідницькі інтереси, обрану за погодженням із вашим керівником."
The University of Manchester,Велика Британія,Advanced Engineering Materials,Магістратура,"£11,500 ",Вересень ,?,12 міс,Денна,"Цей магістерський курс дає вам глибоке розуміння ключових факторів, що визначають дизайн та вибір матеріалів для використання в сучасних інженерних програмах, а також їх обробку, властивості та стабільність.
Зосередившись на композитах, вдосконалених сплавах та інженерній кераміці, ви вивчите технології, що використовуються у виробництві та обробці вдосконалених матеріалів, та зрозумієте взаємозв'язок між складом, мікроструктурою, обробкою та характеристиками.
Ви дізнаєтесь, як оцінювати продуктивність матеріалів у процесі експлуатації, та розвинете розуміння процесів деградації у ворожих умовах. Ви також навчитесь основним навичкам, необхідним для проектування та розробки наступного покоління високоефективних інженерних матеріалів, створюючи міцну основу для майбутньої кар'єри в галузі або наукових дослідженнях.
Цей курс, призначений для студентів, які мають сильний досвід роботи з матеріалами, бажають отримати більш спеціалізовані знання про принципи, структуру, обробку та дизайн передових інженерних матеріалів. Однак він підходить також для випускників з інших інженерних та наукових спеціальностей, які бажають спеціалізуватися на матеріалознавстві."
The University of Manchester,Велика Британія,Accounting and Finance,Магістратура,"£31,000 ",Вересень ,?,12 міс,Денна,"Кар'єра в бухгалтерському обліку, фінансових послугах або суміжних секторах економіки вимагає високого рівня розуміння як теорії, так і практики бухгалтерського обліку та фінансів. Цей курс розроблений, щоб дати вам широке розуміння основних предметних областей з акцентом на емпіричних методах дослідження та на практиці бухгалтерського обліку та фінансів.
Наш широкий асортимент модулів дозволяє спеціалізуватися, і під час курсу ви маєте змогу розвивати свої знання та знання, що зростають, виконавши дисертацію з вибраної вами галузі досліджень. Це у поєднанні з підтримкою, яку ви отримуєте від нашого персоналу, забезпечує першокласний досвід навчання.
Магістратура з бухгалтерського обліку та фінансів визнана Радою з економічних та соціальних досліджень підготовкою до аспірантури. Він також має статус партнера від Інституту CFA, всесвітньої асоціації інвестиційних професіоналів."
The University of Manchester,Велика Британія,"
Advanced Control and Systems Engineering",Магістратура,"£11,500 ",Вересень ,?,12 міс,Денна,"Контрольна інженерія - багатопрофільна дисципліна, яка застосовується в широкому діапазоні промислових секторів. Група систем управління на кафедрі електротехнічної та електронної техніки Університету Манчестера проводить курс магістра в галузі удосконаленого управління та системної інженерії з 1968 року. Цей курс призначений для випускників різних наукових та інженерних дисциплін.
Цілі курсу:
забезпечити передову освіту в галузі управління та інженерії систем, підкреслюючи сучасні теоретичні розробки та їх практичне застосування
дати глибоке фундаментальне розуміння принципів, що лежать в основі функціонування систем управління
дати можливість студентам застосовувати сучасні принципи контролю в різних галузях промисловості
Студенти набувають набір інтелектуальних навичок, які охоплюють проектування, аналіз та моделювання систем управління. Сильний акцент робиться на практичних та переданих навичках через лабораторні вправи та використання програмних пакетів."
Massachusetts Institute of Technology,США,Aeronautics and Astronautics,Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,Computer Science and Engineering,Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,"
Electrical Engineering and Computer Science",Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,"
Mathematics",Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,Physics,Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,"
Mathematics with Computer Science",Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,Chemistry,Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,Biological/Biomedical Engineering,Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,Astronomy,Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,"
Aerospace Engineering",Бакалавр,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,Biomedical Engineering,Магістратура,?,Вересень ,?,5 років,Денна,
Massachusetts Institute of Technology,США,"
Computation for Design and Optimization",Магістратура,?,Вересень ,?,18 міс,Денна,
Massachusetts Institute of Technology,США,Health Sciences and Technology,Магістратура,?,Вересень ,?,4 роки,Денна,
Massachusetts Institute of Technology,США,Materials Science and Engineering,Магістратура,?,Вересень ,?,2 роки,Денна,
Massachusetts Institute of Technology,США,Mechanical Engineering,Магістратура,?,Вересень ,?,2 роки,Денна,
Massachusetts Institute of Technology,США,Naval Architecture and Marine Engineering,Магістратура,?,Вересень ,?,2 роки,Денна,
Massachusetts Institute of Technology,США,"
Networks, Systems and Computation",Магістратура,?,Вересень ,?,1 рік,Денна,
Massachusetts Institute of Technology,США,"Planetary Science
",Магістратура,?,Вересень ,?,2 роки,Денна,
Massachusetts Institute of Technology,США,Technology and Policy,Магістратура,?,Вересень ,?,2 роки,Денна,
Massachusetts Institute of Technology,США,Mechanics of Materials and Structures,Магістратура,?,Вересень ,?,1 рік,Денна,
Harvard University,США,"
Mathematics",Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,"
Astrophysics",Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Computer Science,Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Electrical and Computer Engineering,Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,"Environmental Studies
",Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Mechanical Engineering,Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Physics,Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Statistics,Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Bioengineering,Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Chemistry,Бакалавр,?,Вересень ,?,3 роки,Денна,
Harvard University,США,Computational Science and Engineering,Магістратура,?,Вересень ,?,2 роки,Денна,
Harvard University,США,Electrical Engineering,Магістратура,?,Вересень ,?,2 роки,Денна,
Harvard University,США,Statistics,Магістратура,?,Вересень ,?,2 роки,Денна,
Harvard University,США,Design,Магістратура,?,Вересень ,?,2 роки,Денна,
Harvard University,США,Environmental Health,Магістратура,?,Вересень ,?,2 роки,Денна,
Harvard University,США,Global Health and Population,Магістратура,?,Вересень ,?,2 роки,Денна,
Harvard University,США,Health Policy and Management,Магістратура,?,Вересень ,?,2 роки,Денна,
Harvard University,США,History of Science,Магістратура,?,Вересень ,?,1 рік,Денна,
Harvard University,США,Language and Literacy,Магістратура,?,Вересень ,?,1 рік,Денна,
Harvard University,США,Law,Магістратура,?,Вересень ,?,1 рік,Денна,
University of Chicago,США,Chemistry,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Computer Science,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Environmental Science,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Geographical Studies,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Mathematics,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Molecular Engineering,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Physics,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Statistics,Бакалавр,?,Вересень ,?,4 роки,Денна,
University of Chicago,США,Astronomy and Astrophysics,Магістратура,?,Вересень ,?,1 рік,Денна,
University of Chicago,США,Chemistry,Магістратура,?,Вересень ,?,1 рік,Денна,
University of Chicago,США,Computer Science,Магістратура,?,Вересень ,?,9-15 міс,Денна,
University of Chicago,США,Financial Mathematics,Магістратура,?,Вересень ,?,15 міс,Денна,
University of Chicago,США,Geophysical Sciences,Магістратура,?,Вересень ,?,1 рік,Денна,
University of Chicago,США,Mathematics,Магістратура,?,Вересень ,?,1 рік,Денна,
University of Chicago,США,"Physical Sciences
",Магістратура,?,Вересень ,?,1 рік,Денна,
University of Chicago,США,Physics,Магістратура,?,Вересень ,?,1 рік,Денна,
University of Chicago,США,Statistics,Магістратура,?,Вересень ,?,1-2 роки,Денна,
Yale University,США,Computer Science,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Electrical Engineering,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Environmental Studies,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Geology and Geophysics,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Mathematics,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Chemistry,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Physics,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Statistics,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Astronomy,Бакалавр,?,Вересень ,?,4 роки,Денна,
Yale University,США,Astrophysics,Бакалавр,?,Вересень ,?,1 рік,Денна,
Yale University,США,Biomedical Engineering,Магістратура,?,Вересень ,?,1 рік,Денна,
Yale University,США,Computer Science,Магістратура,?,Вересень ,?,1 рік,Денна,
Yale University,США,Electrical Engineering,Магістратура,?,Вересень ,?,1 рік,Денна,
Yale University,США,Environmental studies and Law,Магістратура,?,Вересень ,?,4 роки,Денна,
Yale University,США,Forest Science and Global Affairs,Магістратура,?,Вересень ,?,3 роки,Денна,
Yale University,США,Master of Environmental Management,Магістратура,?,Вересень ,?,2 роки,Денна,
Yale University,США,Statistics,Магістратура,?,Вересень ,?,1 рік,Денна,
Yale University,США,Chemical and Environmental Engineering,Магістратура,?,Вересень ,?,1 рік,Денна,
Yale University,США,Integrated Graduate Program in Physical and Engineering Biology ,Магістратура,?,Вересень ,?,1 рік,Денна,
Yale University,США,Master of Forestry,Магістратура,?,Вересень ,?,2 роки,Денна,
University of Toronto,Канада,Applied Mathematics,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Applied Statistics,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Bioengineering,Бакалавр,31005 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Chemistry,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Computer Science,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Electrical and Computer Engineering,Бакалавр,31005 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Environmental Management,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Geography,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Physics,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Statistics,Бакалавр,28079 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Aerospace Science and Engineering,Магістратура,13545 £/год,Вересень ,?,1 рік,Денна,
University of Toronto,Канада,Applied Computing,Магістратура,18621 £/год,Вересень ,?,1 рік,Денна,
University of Toronto,Канада,Chemistry,Магістратура,13904 £/год,Вересень ,?,2 роки,Денна,
University of Toronto,Канада,Computer Science,Магістратура,13904 £/год,Вересень ,?,4 роки,Денна,
University of Toronto,Канада,Geography,Магістратура,13904 £/год,Вересень ,?,1 рік,Денна,
University of Toronto,Канада,Environmental Science,Магістратура,25193 £/год,Вересень ,?,1 рік,Денна,
University of Toronto,Канада,Geography,Магістратура,13904 £/год,Вересень ,?,1 рік,Денна,
University of Toronto,Канада,Mathematics,Магістратура,13904 £/год,Вересень ,?,1 рік,Денна,
University of Toronto,Канада,Statistics,Магістратура,13904 £/год,Вересень ,?,1 рік,Денна,
University of Toronto,Канада,Pharmaceutical Sciences,Магістратура,13904 £/год,Вересень ,?,2 роки,Денна,
McGill University,Канада,Applied Mathematics,Бакалавр,23016 £/год,Вересень ,?,3 роки,Денна,
McGill University,Канада,Chemistry,Бакалавр,23016 £/год,Вересень ,?,4 роки,Денна,
McGill University,Канада,Computer Engineering,Бакалавр,23254 £/год,Вересень ,?,4 роки,Денна,
McGill University,Канада,Computer Science,Бакалавр,23016 £/год,Вересень ,?,4 роки,Денна,
McGill University,Канада,Earth Sciences,Бакалавр,23016 £/год,Вересень ,?,3 роки,Денна,
McGill University,Канада,Environment,Бакалавр,23016 £/год,Вересень ,?,3 роки,Денна,
McGill University,Канада,Geography,Бакалавр,11188 £/год,Вересень ,?,3 роки,Денна,
McGill University,Канада,Physics,Бакалавр,23016 £/год,Вересень ,?,4 роки,Денна,
McGill University,Канада,Software Engineering,Бакалавр,23254 £/год,Вересень ,?,4 роки,Денна,
McGill University,Канада,Statistics and Computer Science,Бакалавр,23016 £/год,Вересень ,?,4 роки,Денна,
McGill University,Канада,Chemistry,Магістратура,5903 £/год,Вересень чи січень,?,2 роки,Денна,
McGill University,Канада,Computer Science,Магістратура,5903 £/год,Вересень ,?,18 міс,Денна,
McGill University,Канада,Geography,Магістратура,"5903 £/год
",Вересень ,?,2 роки,Денна,
McGill University,Канада,Mathematics and Statistics,Магістратура,"5903 £/год
",Вересень чи січень,?,18 міс,Денна,
McGill University,Канада,Physics,Магістратура,"5903 £/год
",Вересень чи січень,?,2 роки,Денна,
McGill University,Канада,Renewable Resources,Магістратура,"5903 £/год
",Вересень чи січень,?,18 міс,Денна,
McGill University,Канада,Mining and Materials Engineering,Магістратура,"5903 £/год
",Вересень ,?,2 роки,Денна,
McGill University,Канада,Electrical Engineering,Магістратура,"5903 £/год
",Вересень чи січень,?,1-3 роки,Денна,
McGill University,Канада,Biotechnology,Магістратура,"5903 £/год
",Вересень ,?,18 міс,Денна,
McGill University,Канада,Civil Engineering,Магістратура,"5903 £/год
",Вересень чи січень,?,2 роки,Денна,
University of British Columbia,Канада,Astronomy,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Chemistry,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Computer Science,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Earth and Environmental Sciences,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Electrical Engineering,Бакалавр,25269 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Geography,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Mathematics,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Physics,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Statistics,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Transportation and Logistics,Бакалавр,20489 £/год,Вересень ,?,4 роки,Денна,
University of British Columbia,Канада,Astronomy,Магістратура,5492 £/год,"Вересень, січень, травень, липень",?,2 роки,Денна,
University of British Columbia,Канада,Chemistry,Магістратура,5492 £/год,"Вересень, січень, травень",?,2 роки,Денна,
University of British Columbia,Канада,Computer Science,Магістратура,5492 £/год,Вересень чи січень,?,2 роки,Денна,
University of British Columbia,Канада,Geography,Магістратура,5492 £/год,Вересень ,?,2 роки,Денна,
University of British Columbia,Канада,Mathematics,Магістратура,5492 £/год,Вересень ,?,2 роки,Денна,
University of British Columbia,Канада,Physics,Магістратура,5492 £/год,Вересень чи січень,?,2 роки,Денна,
University of British Columbia,Канада,Software Systems,Магістратура,5492 £/год,Вересень чи січень,?,20 міс,Денна,
University of British Columbia,Канада,Statistics,Магістратура,5492 £/год,Вересень ,?,2 роки,Денна,
University of British Columbia,Канада,Special Education,Магістратура,6961 £/год,Вересень ,?,2 роки,Денна,
University of British Columbia,Канада,Electrical and Computer Engineering,Магістратура,5492 £/год,Вересень ,?,2 роки,Денна,
University of Alberta,Канада,Computer Engineering,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Electrical Engineering,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Mechanical Engineering,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Mining Engineering,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Petroleum Engineering,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Chemical Engineering,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Civil Engineering,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Computer Engineering - Software,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Engineering Physics,Бакалавр,16478 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Environmental Studies,Бакалавр,13974 £/год,Вересень ,?,4 роки,Денна,
University of Alberta,Канада,Chemistry,Магістратура,5293 £/год,Вересень ,?,3 роки,Денна,
University of Alberta,Канада,"
Computing Science",Магістратура,5293 £/год,Вересень ,?,1 рік,Денна,
University of Alberta,Канада,Engineering Management,Магістратура,5293 £/год,Вересень ,?,1 рік,Денна,
University of Alberta,Канада,Humanities Computing,Магістратура,5293 £/год,Вересень ,?,2 роки,Денна,
University of Alberta,Канада,Mathematics,Магістратура,5293 £/год,Вересень ,?,1 рік,Денна,
University of Alberta,Канада,Physics,Магістратура,5293 £/год,Вересень ,?,2 роки,Денна,
University of Alberta,Канада,Statistics,Магістратура,5293 £/год,Вересень ,?,1 рік,Денна,
University of Alberta,Канада,Biomedical Engineering,Магістратура,5293 £/год,Вересень ,?,2 роки,Денна,
University of Alberta,Канада,Earth and Atmospheric Sciences,Магістратура,5293 £/год,Вересень ,?,1 рік,Денна,
University of Alberta,Канада,Electrical and Computer Engineering,Магістратура,5293 £/год,Вересень ,?,2 роки,Денна,
McMaster University,Канада,Chemistry,Бакалавр,16728 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Computer Engineering,Бакалавр,23480 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Computer Science,Бакалавр,23480 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Earth and Environmental Science,Бакалавр,16728 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Engineering Physics,Бакалавр,23480 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Geography,Бакалавр,15937 £/год,Вересень ,?,3 роки,Денна,
McMaster University,Канада,Mathematics and Statistics,Бакалавр,16728 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Physics,Бакалавр,16728 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Software Engineering,Бакалавр,23480 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Technology,Бакалавр,23480 £/год,Вересень ,?,4 роки,Денна,
McMaster University,Канада,Chemistry,Магістратура,5293 £/год,Вересень ,?,2 роки,Денна,
McMaster University,Канада,Computer Science,Магістратура,10601 £/год,Вересень ,?,2 роки,Денна,
McMaster University,Канада,Engineering Design,Магістратура,16367 £/год,Вересень ,?,1 рік,Денна,
McMaster University,Канада,Engineering Physics,Магістратура,10601 £/год,Вересень ,?,2 роки,Денна,
McMaster University,Канада,Geography,Магістратура,10601 £/год,Вересень ,?,2 роки,Денна,
McMaster University,Канада,Mathematics,Магістратура,10601 £/год,Вересень ,?,12 міс,Денна,
McMaster University,Канада,Software Engineering,Магістратура,10601 £/год,Вересень ,?,2 роки,Денна,
McMaster University,Канада,Statistics,Магістратура,10601 £/год,Вересень ,?,16 міс,Денна,
McMaster University,Канада,Technology Entrepreneurship and Innovation,Магістратура,10601 £/год,Вересень ,?,20 міс,Денна,
McMaster University,Канада,Mechanical Engineering,Магістратура,10601 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Aerospace Engineering,Бакалавр,8886 £/год,Вересень ,?,3 роки,Денна,
Delft University of Technology,Нідерланди,Applied Earth Sciences,Бакалавр,8886 £/год,Вересень ,?,3 роки,Денна,
Delft University of Technology,Нідерланди,Computer Science and Engineering,Бакалавр,8886 £/год,Вересень ,?,3 роки,Денна,
Delft University of Technology,Нідерланди,Electrical Engineering,Бакалавр,8886 £/год,Вересень ,?,3 роки,Денна,
Delft University of Technology,Нідерланди,Nanobiology,Бакалавр,8886 £/год,Вересень ,?,3 роки,Денна,
Delft University of Technology,Нідерланди,Aerospace Engineering,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Applied Earth Sciences,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Applied Mathematics,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Applied Physics,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,BioMedical Engineering,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Chemical Engineering,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Computer Engineering,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Computer Science,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Electrical Engineering,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Embedded Systems,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Industrial Ecology,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,"Life, Science and Technology",Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Management of Technology,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Mechanical Engineering,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
Delft University of Technology,Нідерланди,Nanobiology,Магістратура,13328 £/год,Вересень ,?,2 роки,Денна,
University of Amsterdam,Нідерланди,Actuarial Science,Бакалавр,8129 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Communication Science,Бакалавр,7250 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Economics & Business Economics,Бакалавр,8129 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Linguistics,Бакалавр,7250 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Media and Information,Бакалавр,7250 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Political Science,Бакалавр,7250 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Sciences,Бакалавр,10407 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Social Sciences,Бакалавр,10407 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,"Politics, Psychology, Law and Economics",Бакалавр,7250 £/год,Вересень ,?,3 роки,Денна,
University of Amsterdam,Нідерланди,Literary and Cultural Analysis,Бакалавр,7250 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Applied Mathematics,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Applied Physics,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,"Architecture, Urbanism and Building Sciences",Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Automotive,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Chemical Engineering and Chemistry,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Computer Science and Engineering,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Data Science,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Industrial Design,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Psychology & Technology,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Sustainable Innovation,Бакалавр,8788 £/год,Вересень ,?,3 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Applied Physics,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Automotive Technology,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Computer Science and Engineering,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Data Science and Entrepreneurship,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Data Science in Engineering,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,EIT Embedded Systems,Магістратура,8788 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,"Information Security Technology
",Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Innovation Sciences,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Manufacturing Systems Engineering,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Mechanical Engineering,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Technische Universiteit Eindhoven,Нідерланди,Science and Technology of Nuclear Fusion,Магістратура,13182 £/год,Вересень ,?,2 роки,Денна,
Leiden University,Нідерланди,Archaeology,Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,"Arts, Media and Society: New perspectives on global issues",Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,Dutch Studies,Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,Global and Comparative Perspectives in Philosophy,Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,International Relations and Organisations,Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,International Studies,Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,Liberal Arts and Sciences: Global Challenges,Бакалавр,9227 £/год,Вересень ,?,3 роки,Денна,
Leiden University,Нідерланди,Psychology,Бакалавр,12743 £/год,Вересень ,?,3 роки,Денна,
